21,-1.389461,0.562819,645.485728,2.468752,0.000000
22,-1.507702,0.611155,632.970176,2.466971,1.570659
23,-1.625583,0.659340,620.298880,2.465470,1.570182
24,-1.743817,0.707363,607.474208,2.465237,1.570107
25,-1.864179,0.755211,594.499744,2.468422,1.571121
26,-1.983776,0.802873,581.378560,2.470847,1.571893
27,-2.099168,0.850336,568.113472,2.468633,1.571189
28,-2.213685,0.897590,554.708256,2.466255,1.570431
29,-2.329579,0.944622,541.166304,2.466150,1.570398
30,-2.444088,0.991421,527.490624,2.465237,1.570107
31,-2.559347,1.037976,513.685056,2.465710,1.570258
32,-2.677825,1.084275,499.753056,2.469692,1.571525
33,-2.793579,1.130306,485.697568,2.471525,1.572108
34,-2.902882,1.176057,471.521760,2.468316,1.571088
35,-3.012790,1.221519,457.230176,2.466429,1.570487
36,-3.124709,1.266679,442.825504,2.466851,1.570621
37,-3.234734,1.311527,428.311872,2.466388,1.570474
38,-3.344047,1.356051,413.692096,2.466018,1.570356
39,-3.451575,1.400241,398.970304,2.464986,1.570027
40,-3.561873,1.444086,384.149920,2.466525,1.570517
41,-3.674624,1.487574,369.235008,2.470212,1.571691
42,-3.780571,1.530695,354.228800,2.469839,1.571572
43,-3.880170,1.573438,339.135776,2.466045,1.570365
44,-3.985109,1.615793,323.958912,2.466348,1.570461
45,-4.093900,1.657750,308.702304,2.469552,1.571481
46,-4.196342,1.699297,293.369024,2.469458,1.571451
47,-4.293462,1.740424,277.963936,2.466905,1.570638
48,-4.391443,1.781123,262.489536,2.465548,1.570206
49,-4.491545,1.821382,246.950592,2.466010,1.570354
50,-4.590255,1.861191,231.350784,2.466299,1.570446
51,-4.688847,1.900542,215.693312,2.467110,1.570704
52,-4.787941,1.939424,199.983520,2.468743,1.571224
53,-4.882064,1.977827,184.224192,2.468398,1.571113
54,-4.971969,2.015742,168.419456,2.466570,1.570532
55,-5.064974,2.053160,152.572704,2.466916,1.570642
56,-5.159334,2.090072,136.688736,2.468496,1.571145
57,-5.247995,2.126467,120.770816,2.467941,1.570968
58,-5.335020,2.162338,104.823360,2.467247,1.570747
